oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
4026,4,39.00112,6.151827,22.5567,45.1134,149.631,106.0492,8.045699,6.974311,0,47083,90.2,0.5610524,33.1,2860,18091,29165,60.7,10.6,73397,0.0773601,0.1299644,0.236808,0.3403545,0,0.075779664,11873
4027,4,46.53896,0,17.91473,44.78682,111.6168,90.53365,0,0,0,8509,95,0.5761589,23.8,670,3624,4732,0,6.9,13948,0.0867508,0.152495,0.2748064,0.2171638,0,0.02695727,10344
4028,4,49.75391,0,11.73525,19.55875,123.022,85.75804,0,0,,25275,79.4,0.5239805,20.4,2115,11697,13804,39.5,0.1,31804,0.0959313,0.1446359,0.2540561,0.2535216,0,0.001100491,9757
4029,4,52.37788,5.141917,20.56767,35.99342,157.2062,97.15747,0,8.261049,0,20247,90.7,0.5917886,26.3,1537,8062,11387,42.7,37.3,21621,0.0814948,0.1517969,0.2319504,0.2582674,0,0.298829841,8583
4030,4,37.14945,4.552698,9.105395,22.76349,116.1433,87.25489,0,5.319998,0,22552,92.3,0.5650423,28.1,1682,10178,12010,43.7,14.6,26115,0.0813326,0.1385028,0.2501245,0.2699598,0,0.110089987,9164
4031,4,46.5284,0,17.70852,35.41703,159.5805,91.18887,0,0,0,11260,91.9,0.5769057,27.3,786,4434,6508,32.9,20.8,13569,0.0914585,0.1384774,0.235021,0.2578672,0,0.214975311,9563
4032,4,55.91365,4.216563,59.03188,88.54781,110.3185,70.68954,0,4.330879,0,19822,87.2,0.5520152,24.7,1401,8411,11937,31,2.6,31192,0.0912734,0.1498782,0.2553539,0.2399013,0,0.017055655,10493
4033,4,60.48956,0,14.48016,28.96033,115.8947,94.82293,0,0,,6659,93.2,0.5635298,16.6,507,2731,4173,0,0.8,11364,0.0668779,0.1166843,0.2265927,0.3765399,0,0.000879972,8852
4034,4,46.60654,5.291845,26.45923,37.04292,117.4085,109.5812,6.658676,0,30.66544,23922,78.7,0.5661356,20.1,1999,10985,11910,30.7,15.2,18944,0.0720017,0.143845,0.246041,0.2779244,0,0.145956503,8984
4035,4,47.88948,6.122724,34.28725,51.43088,90.06168,105.262,5.240541,0,13.00525,82751,90,0.5704094,30.9,5967,39249,40928,57.4,43.5,85487,0.1127306,0.1517073,0.2359774,0.2175652,0.725303263,0.430568391,9852
4036,4,53.43197,7.177205,0,35.88602,139.0451,86.79249,15.56178,0,436.6812,12593,86.1,0.5849432,25,881,5021,7407,31.6,2.1,18221,0.1081719,0.1432413,0.22968,0.272872,0,0.016958455,8924
4037,4,59.29807,0,41.61465,52.01831,157.0176,144.5806,14.041,0,0,11739,87.6,0.5883905,22.4,899,4927,5852,23.5,45.1,9643,0.0884579,0.1312869,0.2335373,0.2675516,0,0.386290574,7573
4038,4,60.56177,0,6.585012,13.17002,130.732,74.94192,0,0,0,16778,81,0.5324758,19.4,1438,7852,9343,20.5,0.9,17457,0.0944034,0.1362777,0.2351492,0.2856161,0,0.004639973,8231
4039,4,71.60867,0,11.3546,22.70921,191.0012,119.3758,6.008171,0,0,21525,81.5,0.5921376,14.2,1813,10175,9705,24.4,60.9,13053,0.0818203,0.1212748,0.2188769,0.2440052,0,0.57289512,6582
4040,4,62.44121,0,35.31073,44.13842,115.3739,88.65572,10.44277,0,0,15066,82,0.4940256,17.4,1081,7030,7466,0,48.4,13690,0.1065011,0.212637,0.2481373,0.1995617,0,0.361504748,7899
4041,4,55.24483,0,14.7547,22.13206,112.0244,121.7656,16.46904,0,0,9333,89.9,0.5821491,22.5,773,4011,5066,29.6,31.3,13966,0.0971645,0.1417729,0.2549764,0.2269082,0,0.209866819,9942
4042,4,55.05943,0,12.1146,24.22921,116.8961,77.67439,0,0,0,16296,84.6,0.590228,22.5,1156,6140,9886,35.7,2,20557,0.0884857,0.1403415,0.2417181,0.2622951,0,0.012404534,8283
4043,4,55.25238,0,15.35202,27.63364,113.2861,85.08828,24.39322,0,0,25542,89.6,0.5892414,22.9,1962,11284,12693,11.7,23.8,39268,0.0843435,0.1616074,0.2654833,0.1942803,0,0.091041051,10273
4044,4,61.22181,0,22.44921,33.67381,178.3656,109.7635,0,0,,9134,88.9,0.6303157,14.2,766,3833,5260,0,0,11618,0.0822,0.1359098,0.2510759,0.2631262,0,0,8548
4045,4,55.29992,0,0,37.17012,121.7134,87.686,0,0,,6097,87,0.595092,28.8,468,2282,3773,0,0,12001,0.0579952,0.1233231,0.2427298,0.3558037,0,8.33E-05,9339
4046,4,46.45344,0,29.94102,50.89973,139.7504,103.7411,4.982561,0,0,31852,87.2,0.5586498,28.3,2351,14220,17449,64.3,25.5,38467,0.0937687,0.1529103,0.2379182,0.2290795,0.593053786,0.22380222,9663
4047,4,59.18905,1.636634,21.27625,34.36932,114.3423,118.1054,5.713633,0,4.599181,70983,77.4,0.5031236,22.6,5496,35856,32792,38.5,29.5,57525,0.1065971,0.1659974,0.2227206,0.1908561,0,0.278696219,8691
4048,4,67.09931,29.89537,14.94768,59.79073,148.1141,120.558,7.544892,29.86858,30.15227,16857,81.2,0.5684325,19,1461,8249,8391,26.8,48.5,11333,0.0750022,0.1324451,0.2153887,0.2781258,0,0.392482132,7587
4049,4,51.05588,0,35.94536,35.94536,98.13731,134.6983,0,0,,5398,91,0.5720721,21.3,399,2220,3196,0,0.4,7841,0.0783063,0.1262594,0.2453769,0.319347,0,0.00025507,8343
4050,4,57.83323,10.43079,52.15396,83.44633,184.2616,102.5215,0,16.70844,0,10781,86.2,0.5914538,20.6,904,4423,6219,33,36,10101,0.0839521,0.1359271,0.2408672,0.2668053,0,0.315117315,9666
4051,4,73.03766,0,15.55936,15.55936,95.8533,97.93707,0,0,,5975,79,0.5799927,14,552,2719,3202,0,0,7666,0.0743543,0.131881,0.2635012,0.2475867,0,0,7114
4052,4,44.67363,0,31.72086,47.58128,123.0286,115.6172,4.528986,0,0,32115,88.1,0.5510079,30.1,2348,14684,17014,50,38.4,30574,0.0747694,0.1481324,0.2392556,0.2667299,0,0.351802185,9974
4053,4,62.10075,15.09206,75.4603,90.55237,141.473,83.5977,32.61579,15.35862,0,4713,79,0.6181292,19.2,413,2074,2824,0,3.2,7969,0.0904756,0.1364036,0.2492157,0.2701719,0,0.020705233,8848
4054,4,62.65526,2.632133,44.74626,55.2748,144.9218,123.3794,5.836689,0,4.272409,44681,80.7,0.5566193,19.7,3413,21203,20857,45.2,57.5,28838,0.0916499,0.1193564,0.2139885,0.2379152,0,0.54497538,6692
4055,4,53.85487,0,0,11.98322,167.349,91.14545,0,0,0,7946,89.6,0.5977723,19,643,3232,4683,0,4.3,10086,0.0896292,0.1378148,0.2403331,0.275233,0,0.039262344,9220
4056,4,58.40194,0,43.2288,47.15869,125.2588,121.1423,13.62398,0,0,30929,78.3,0.5306162,16.9,2838,15727,14654,25.1,10.5,24664,0.0891988,0.1455968,0.2487431,0.246878,0,0.074805384,8792
4057,4,47.7607,0,0,28.96242,114.2736,86.81248,0,0,,12077,86.3,0.5695294,23.8,915,4739,7331,36.6,0,17347,0.0788609,0.1241713,0.2398109,0.2994754,0,0,8884
4058,4,46.94405,0,18.57355,34.05151,101.2177,73.41538,17.5531,0,0,21713,87.2,0.5898126,27.5,1463,9659,11792,42.1,3.2,45883,0.1275636,0.1572914,0.246126,0.2063074,0,0.024300939,10347
4059,4,50.70755,10.72386,10.72386,32.17158,107.0745,99.534,0,13.19261,0,11024,90.1,0.5945489,21.7,865,4733,5696,0,18.5,9518,0.085207,0.1407859,0.2464803,0.2679134,0,0.135637739,8642
4060,4,28.47532,2.001014,19.34313,34.01723,100.4455,92.48367,6.038404,1.953163,2.155381,246472,86.8,0.5015566,46.8,14443,113064,133348,82.1,21.4,349660,0.0997369,0.1854459,0.259515,0.1928016,0.86342161,0.26412801,13760
4061,4,53.55946,14.87874,7.439369,37.19685,134.8471,74.49597,0,15.08409,0,12571,85.5,0.5669073,21.1,940,5403,7095,29.3,1.3,16558,0.0838869,0.1360068,0.240186,0.2816162,0,0.008877884,8219
4062,4,69.18958,2.966303,26.69673,44.49454,147.3225,133.0471,3.738597,6.467051,0,33387,82.4,0.5684389,19,2889,16533,15003,31.7,56.7,28497,0.0847107,0.1411728,0.2266905,0.216514,0,0.476822122,7194
4063,4,29.12153,0,25.60218,38.40328,94.56595,68.86178,12.32742,0,0,29331,89.3,0.5139899,25,2010,12652,17126,35.9,6.4,64183,0.0877958,0.1657916,0.2734369,0.2000685,0.055996136,0.020161102,11677
4064,4,60.25554,0,24.8293,24.8293,101.6896,109.5119,0,0,0,7357,81.8,0.5353671,17,595,2983,4372,0,0,10205,0.0861342,0.144831,0.2417443,0.2729054,0,0,8360
4065,4,64.45129,0,15.19295,15.19295,109.8455,86.1865,0,0,,8117,77.1,0.5913793,15.7,665,3480,4673,0,0,7841,0.0718021,0.1180972,0.2500957,0.3143732,0,0.001020278,7209
4066,4,31.14722,2.347666,21.12899,36.38882,96.0786,69.93589,2.483855,1.293226,17.06776,67614,89.4,0.5511122,40,4557,29582,37790,79.5,6.8,99590,0.0928406,0.1680791,0.2545838,0.223175,0.771894769,0.056200422,12361
4067,4,43.14009,0,16.4894,32.97881,140.3249,103.2791,0,0,0,10366,87.2,0.5728631,26.5,749,4083,6081,28.2,9.4,13637,0.0888759,0.1512063,0.2419887,0.2561414,0,0.056610692,9060
4068,4,62.54052,0,31.78976,31.78976,86.36306,77.9374,31.92848,0,0,6479,92.3,0.5873016,21.8,487,2457,3911,0,0,14109,0.0700262,0.1026295,0.2124176,0.3979729,0,0.001275781,8578
4069,4,67.59603,0,0,15.08296,79.15613,91.20162,0,0,0,6456,84.2,0.5537483,16.6,510,2828,3521,0,0,9775,0.0653708,0.1313555,0.2631202,0.2969821,0,0,7679
4070,4,36.6033,0,32.26607,47.1581,135.1027,108.5872,3.132243,0,0,50103,90.2,0.5422548,38.2,3414,22388,27435,51.1,30.4,46719,0.0785548,0.1488046,0.237077,0.2605792,0,0.301140864,10617
4071,4,62.79004,0,10.34554,10.34554,105.8591,89.75008,0,0,0,7025,85.5,0.5603208,16.9,565,2868,4416,0,1.3,14008,0.0698172,0.1104369,0.2232296,0.3743575,0,0.001213592,8706
4072,4,34.66954,2.694147,25.5944,43.10635,107.434,76.28345,6.801333,2.760029,0,56525,85.4,0.5944272,39.1,3394,27132,29715,54.4,0.8,113409,0.1515841,0.1689284,0.2431729,0.1892266,0.652205733,0.013658528,11625
4073,4,46.873,0,26.94889,39.19839,117.0471,89.19453,0,0,0,33658,86.5,0.5926228,24.1,2451,14721,18435,22.2,3.8,54676,0.1330931,0.1428049,0.2368498,0.2378009,0,0.031238569,9902
4074,4,66.27509,9.766579,9.766579,39.06631,209.7482,127.609,0,0,25.5102,14370,84.3,0.6272755,19.3,1228,6482,7025,0,41.1,9520,0.0808824,0.1310924,0.2194328,0.2710084,0,0.298319328,7583
4075,4,53.01746,13.35381,13.35381,40.06143,76.14169,85.6594,0,13.75327,0,11798,85.7,0.5920608,22.1,872,4736,7245,0,3.6,17759,0.0919534,0.1487696,0.2456219,0.2603187,0,0.022185934,9400
5002,5,32.71276,136.0544,0,136.0544,33.1071,198.6426,0,178.2531,,376,0,0.28877,32.9,22,187,214,0,1.8,1113,0.0853549,0.197664,0.3000898,0.1662174,0,0,13799
5003,5,16.58463,0,8.911068,17.82214,117.6331,103.4224,0,0,0,10322,91.7,0.7427675,45.9,1156,4459,5566,0,1.8,30039,0.1264023,0.1380206,0.265921,0.2828989,0,0.056260195,14282
5004,5,19.16839,2.144197,24.65827,47.17234,164.475,103.765,2.124225,1.13071,64.59948,83214,92.9,0.6433364,45.3,5500,35176,47683,53.1,1.1,182120,0.13434,0.1467274,0.2272238,0.2569954,0.395030749,0.011519877,12083
5006,5,22.04592,9.154994,18.30999,27.46498,123.2154,131.5088,0,9.638555,0,12035,95.1,0.6118048,47.5,861,5286,6846,29.1,0.9,16275,0.084977,0.1521966,0.2374808,0.2157911,0,0.006267281,12402
5010,5,23.91341,2.707172,15.34064,30.45568,105.0069,109.7573,3.976111,3.033313,0,365558,87.7,0.5772765,40.8,25223,177719,191284,67.3,4.8,667490,0.1088046,0.1731771,0.2309847,0.1737285,0.678940509,0.049242685,11824
5011,5,18.73716,0,35.10004,40.95004,119.6739,108.3839,9.048136,0,0,17444,92.8,0.5794634,44.7,1262,7752,9707,38.7,0.3,24798,0.0825067,0.1513429,0.2442132,0.2175982,0,0.007984515,10677
5013,5,26.17759,3.239391,12.95756,31.31411,118.8263,148.8812,13.86578,2.304625,43.21521,72790,86.8,0.5176497,33.8,4720,36318,37461,63.5,4.1,109303,0.0968866,0.1545337,0.2214761,0.1812485,0.003934018,0.025955372,9208
5014,5,18.1551,0,37.67897,37.67897,153.3292,126.415,0,0,0,11695,97,0.6011978,52.5,716,4842,7040,24.6,0,18281,0.0503255,0.139325,0.2714294,0.2949511,0,0.002570975,13397
5015,5,21.3029,1.948726,19.76565,34.52029,109.8645,118.3647,2.909091,1.852721,4.538441,292739,89.4,0.573051,42,20509,144399,150368,68.1,5.7,543477,0.0980575,0.183522,0.2347404,0.1690835,0.557195613,0.054609487,12154
5016,5,30.86366,2.759077,24.8317,40.00662,98.95126,113.6375,8.4246,3.076308,0,50471,90.1,0.5962439,33.8,3894,24334,25578,41.7,5.2,101469,0.1206378,0.2141836,0.2231519,0.1384758,0,0.0825868,10035
5017,5,22.32625,5.024621,30.14772,60.29545,208.1249,151.4731,31.21099,5.369704,0,13993,88.6,0.6125137,40.1,800,4555,9249,0,0.1,50631,0.0503842,0.1280441,0.2449685,0.337244,0,0.016017855,11705
5020,5,29.6714,1.849797,20.34776,38.84573,102.7795,120.4711,7.298738,1.996765,0,40346,86.3,0.5888957,32.6,3303,19416,21042,46.8,6.9,88090,0.0876944,0.1499262,0.2436599,0.2079805,0,0.028482234,10856
5022,5,24.85561,0,15.75548,78.77737,111.0621,136.6918,0,0,0,5252,85,0.5122863,48.1,295,1872,3310,0,0.6,14302,0.0644665,0.1384422,0.2809397,0.2927563,0,0.010488044,13074
5023,5,17.90432,0,28.78692,36.46343,146.7747,122.7442,6.033183,0,0,51865,87.9,0.5558147,41.4,3378,22718,28953,34.7,0.4,80345,0.0746406,0.1438422,0.2894766,0.2199764,0,0.006969942,12776
5024,5,26.58184,0,23.10518,33.8876,106.373,92.53912,7.88992,0,0,91217,87.8,0.5174524,39.2,6041,45925,44924,36.1,5.6,178403,0.1056036,0.1752045,0.2162744,0.16243,0.36249951,0.049203209,10606
5027,5,19.65803,2.49388,15.37892,34.08302,95.19133,98.6142,1.704681,2.904205,0,199146,74.6,0.427295,49.4,11891,105873,98460,58.5,4,355660,0.129711,0.1970843,0.231516,0.1674858,0.726871169,0.063765956,14578
5029,5,17.73043,3.167665,19.00599,28.50898,123.3023,102.1475,18.48771,3.241911,0,21507,95.5,0.615625,46.2,1446,8000,13095,23.3,0.1,78510,0.0560056,0.1240734,0.2939371,0.285505,0,0.002967775,15760
5032,5,17.15406,0,8.086036,32.34414,108.8159,134.4197,14.16029,0,0,11813,93.6,0.5876597,44.6,811,5008,6734,23.4,2,19739,0.0436699,0.1300471,0.2794468,0.2899336,0,0.009625614,12952
5033,5,18.88567,2.724292,19.45923,35.41579,133.9417,106.3552,5.312593,2.572386,6.527628,308142,91.3,0.5601425,49.4,18546,139261,169800,67.6,4.1,1170413,0.0958978,0.1823168,0.2294173,0.2074533,0.711443738,0.054165495,14510
5035,5,22.61546,0,30.81528,52.8262,127.3061,97.06211,0,0,0,15162,91.3,0.5936562,34.4,1095,6999,8446,39.4,0.4,36697,0.0922419,0.1741832,0.2450064,0.1777257,0,0.005068534,13933
5036,5,16.86885,2.127085,17.14963,32.96982,114.0278,96.04511,5.135083,1.92039,6.016968,504041,91.4,0.5576494,48.4,30876,238320,271203,74.4,3.4,1418380,0.1094009,0.1917469,0.2369118,0.1528695,0.849532565,0.081291332,13358
5038,5,15.50001,3.464674,18.18954,38.40013,131.8542,122.383,4.301161,4.551843,4.11359,739733,90.3,0.4914108,51,31978,287570,492121,100,10,723959,0.0983412,0.2217239,0.2875301,0.2311402,1,0.109026892,19695
5039,5,19.48736,1.023702,12.62566,29.00489,126.5761,113.6362,3.232229,1.198935,0,251321,85.6,0.5595727,36.9,16015,113928,140311,73.3,4.7,480628,0.1020249,0.1744405,0.2426076,0.1853575,0.660529557,0.055937232,12705
5040,5,19.17532,2.140571,16.05429,29.968,109.716,85.83224,4.439709,2.269967,0,81103,90.8,0.590074,46,5181,36631,46062,55.9,1.8,217162,0.140462,0.1703843,0.249551,0.2200753,0.2321769,0.026040468,15237
5044,5,20.79815,0.8084401,16.1688,31.52917,116.4153,91.78251,4.526525,0.8484931,0,83945,90.2,0.5835666,43.1,4734,31083,53815,59.9,0.6,229734,0.1191595,0.1759078,0.2882159,0.1799429,0.871538388,0.009963697,17347
5045,5,15.45531,0,13.50667,37.14334,121.621,111.5588,5.042864,0,0,60270,92.9,0.5956697,46.8,4110,27804,32351,50,0.7,147036,0.0815379,0.1469776,0.2661321,0.2319296,0.532243804,0.007617182,12381
5048,5,16.38098,1.496991,12.47493,34.43079,88.71853,80.32317,2.367088,1.952273,0,133953,92.1,0.4887503,49.1,7658,67335,70072,79.1,9.5,340421,0.1000731,0.1944886,0.2705385,0.1483692,0.904820795,0.135311864,14833
5049,5,18.57595,2.268325,15.42461,31.75655,123.5035,86.95277,3.403213,2.387638,0,148239,88.4,0.5689551,43.9,9776,63128,85205,44.9,0.6,388222,0.0877591,0.1689214,0.2890202,0.2084426,0.501177162,0.014306248,17239
5050,5,22.35674,1.787174,15.19098,35.29669,127.3992,111.9839,13.97875,1.88347,0,156572,88.5,0.5737553,36.5,11068,70978,87849,52.7,0.7,370522,0.0963613,0.1756738,0.2417265,0.1809501,0.623566212,0.016298627,12731
5051,5,18.29186,2.283783,13.7027,25.12161,101.7435,98.58381,0,2.531966,0,33141,91.5,0.5848662,44.7,2353,15766,17943,44.1,0.6,64415,0.0955212,0.1589226,0.2514476,0.2083366,0.652053093,0.015384615,12763
5052,5,17.45938,6.730155,23.55554,50.47616,136.3702,106.7959,6.078289,6.939866,0,25677,94.2,0.5933143,46.3,1810,11547,14011,40.3,0.2,49625,0.0750025,0.141461,0.2452594,0.2687355,0,0.007052897,10990
5054,5,28.36994,4.907384,21.41404,40.59745,127.9769,106.5399,5.365958,4.72438,0,170118,85.3,0.5702253,33.1,13215,80256,87971,44,1.8,311921,0.0987173,0.1618647,0.2297633,0.1779233,0.267301657,0.014580615,10302
5055,5,16.14149,9.198362,32.19427,59.78936,111.9156,110.5339,26.28812,9.504348,0,14599,96,0.5924765,46.2,909,5742,8971,18.9,0.6,48456,0.0734274,0.1618582,0.2667368,0.2737535,0,0.031182929,13224
5056,5,15.37834,1.50538,13.33336,28.38716,80.11223,71.23663,5.42207,1.614887,0,199705,89,0.5081236,47,11968,98417,105492,61.9,1.8,669016,0.1054638,0.1810106,0.2731549,0.1669721,0.864632535,0.023528585,17861
5058,5,21.40629,2.217688,24.39457,33.26532,127.5986,125.8215,4.489943,2.518194,0,33977,87.2,0.5231333,40.6,2146,16902,17394,60.6,2.9,58228,0.1041939,0.1710517,0.2174555,0.1924504,0.604090815,0.040856633,9874
6002,6,29.90961,0,9.516559,9.516559,130.2662,119.5384,15.30456,0,0,10147,89.8,0.6527832,45.7,691,5138,4809,62.1,0.5,13617,0.1515752,0.1559081,0.2367629,0.1574502,0,0.003598443,9286
6004,6,47.85611,0,29.26544,29.26544,71.98452,170.9632,0,0,,2752,0,0.5012029,31.6,204,1247,1334,0,0.4,5345,0.0505145,0.1446211,0.2767072,0.2304958,0,0.000561272,10913
6005,6,30.696,0,21.80074,21.80074,146.6357,121.7353,0,0,0,6412,92.6,0.5619863,33,448,2920,3433,0,0,4556,0.0546532,0.1270852,0.2471466,0.3176032,0,0.000438982,9571
6006,6,28.97677,0,19.5427,19.5427,236.9844,113.555,0,0,0,7521,91.4,0.6211604,40.4,482,3223,4253,45.9,0.4,5048,0.0372425,0.1232171,0.2591125,0.3082409,0,0.004952456,9170
6008,6,23.40875,0,29.53047,29.53047,161.9978,139.5673,0,0,0,8450,75.9,0.4994527,41.4,605,3654,4683,55,0.3,12684,0.0865658,0.1505834,0.2654525,0.271602,0,0.013481552,10788
6009,6,20.29808,0,0,0,190.8787,122.7077,0,0,0,2818,96,0.6290323,42.2,226,1302,1444,0,0,2397,0.0588235,0.1722987,0.2181894,0.2357113,0,0,11382
6011,6,52.98683,0,0,11.5714,156.5269,108.1877,13.46257,0,0,8534,86.8,0.6374595,29.3,707,4314,3763,0,0,7453,0.0672213,0.1326982,0.2266202,0.2247417,0,0.003488528,6664
6012,6,61.86673,0,36.36364,36.36364,155.368,160.5469,0,0,0,4382,71.7,0.5984503,20.6,403,2194,1872,0,0,3190,0.0705329,0.1351097,0.2213166,0.2862069,0,0.005642633,7057
6013,6,37.81493,0,0,0,198.5868,133.9306,0,0,0,4247,90.2,0.5888009,29.2,299,1768,2185,0,0.1,3946,0.0940193,0.2149012,0.2546883,0.2293462,0,0.058540294,6978
6014,6,34.60639,0,0,0,41.64064,156.1524,0,0,,1283,0,0.5,29.3,86,528,805,0,0,1926,0.0472482,0.1266874,0.2949117,0.2767394,0,0,11309
6015,6,33.08337,0,18.58391,18.58391,194.6633,120.4029,0,0,0,16072,91.7,0.6014109,38.7,1176,6237,9248,24.6,0,20980,0.0615348,0.1157293,0.2446616,0.334938,0,0.002097236,9586
6016,6,16.36505,0.8694115,14.77999,29.27019,144.2622,111.8672,4.52558,1.09191,0,492947,86,0.5203316,53.4,25868,218674,286394,100,6.1,467610,0.0946579,0.2086247,0.2597913,0.2184513,0.999908043,0.128994247,15590
6017,6,19.1184,0,0,0,130.7979,90.55237,0,0,,1960,0,0.4972973,36.6,127,1110,1082,0,0,1504,0.0664894,0.1409574,0.2619681,0.2579787,0,0,9784
6018,6,16.1595,9.401588,4.700794,28.20477,53.7105,76.83585,0,9.536525,0,4846,98.8,0.5556582,50.3,309,2165,2714,0,0,60391,0.0546108,0.2017354,0.3372191,0.0958752,0.297511219,0.00773294,21002
6019,6,31.9114,0,66.30567,77.35661,40.77396,129.7353,0,0,0,4892,95.9,0.5035273,40.7,306,2268,2324,0,0,21928,0.0979569,0.2742156,0.3042229,0.0686337,0,0.001596133,18202
6020,6,29.73326,0,34.07155,51.10733,102.417,92.17534,0,0,0,3843,95.3,0.6327462,39.2,270,1533,2180,0,0.2,9646,0.051835,0.171781,0.3335061,0.1323865,0,0.007982584,14566
6021,6,16.72442,2.57178,11.75671,29.75917,94.86803,77.62447,6.452862,2.016373,10.76832,143734,86.5,0.5089411,61.1,8121,72586,73520,76,3.5,397014,0.1201091,0.1973155,0.2585526,0.1492769,0.8892029,0.071173813,13664
6022,6,24.90177,0,9.7281,9.7281,215.0179,128.5943,0,0,0,20349,88.6,0.4952314,35.6,1385,8493,12523,58.4,1,32273,0.0718867,0.155486,0.2558795,0.2877328,0,0.026275834,9971
6023,6,15.41251,0,17.03481,34.06961,117.3286,136.7635,0,0,0,12219,90.5,0.564741,45.2,808,5020,6978,30.3,0.1,29974,0.081137,0.1879629,0.2837459,0.1721492,0,0.004136919,13086
6025,6,20.38328,0,16.71123,33.42246,33.53529,98.37019,40.35513,0,,3465,92.5,0.5619524,50.3,250,1598,2016,0,0.2,7966,0.0740648,0.2157921,0.2883505,0.1655787,0,0.001883003,13457
6026,6,24.453,18.09955,0,36.1991,61.18328,69.34106,0,18.32509,0,5435,94.3,0.6486486,56,299,3034,2552,63.5,0.2,10273,0.238976,0.1776502,0.2558162,0.1249878,0,0.008566144,11516
6028,6,43.13356,0,0,18.73361,154.2727,129.6785,0,0,0,7997,93.7,0.6464024,23.9,604,3405,4362,64.5,0.7,6009,0.0540855,0.1144949,0.2507905,0.3178566,0,0.00166417,8212
6031,6,17.82297,0,67.75068,67.75068,174.8889,182.1759,0,0,,2518,0,0.5756757,45.9,159,1110,1314,0,0.3,1688,0.0402844,0.1338863,0.25,0.2843602,0,0,10305
6032,6,21.30961,0,0,14.34926,132.9951,90.02742,0,0,,7047,96.3,0.5939728,41,510,3086,3833,0,0,7140,0.0564426,0.147479,0.2414566,0.2581232,0,0.005042017,11385
6033,6,16.31571,0,11.83152,35.49456,81.33736,143.4106,39.12363,0,0,7060,86,0.5018888,44.2,413,3706,3425,56.4,0,6007,0.0878974,0.1954387,0.2548693,0.1716331,0,0,11269
6034,6,24.92181,0,24.89668,44.81402,111.5202,109.6192,0,0,0,19423,92.3,0.5796484,52.7,1228,9385,9857,54.8,0.2,32284,0.1425164,0.1538223,0.2737889,0.1725313,0,0.001486805,12163
6035,6,21.03693,0.9304576,18.60915,26.05281,87.92537,76.01369,6.970584,0.9512666,0,54043,92.9,0.6598027,52.8,3147,25447,28470,65.2,0.2,186136,0.1401771,0.1808087,0.2652899,0.1609361,0.569062406,0.005684016,13968
6036,6,40.72792,0,48.09234,48.09234,174.2231,113.0922,15.20681,0,0,19950,90.1,0.642897,32.1,1647,8975,10728,53.5,0.3,13765,0.0854341,0.11413,0.2374137,0.3084635,0,0.002833273,8934
6037,6,18.22358,0,0,0,151.3701,95.76472,0,0,,5300,96.5,0.5588361,45.6,398,2337,3006,0,0,4529,0.0600574,0.1541179,0.2265401,0.2976374,0,0.001103997,10052
6038,6,16.51254,0,36.97769,43.14064,136.9161,114.2368,6.658676,0,0,20370,93.5,0.5658774,48.7,1419,9882,10465,53,0,17567,0.0861843,0.1532988,0.2415324,0.2532589,0,0.000796949,10899
6039,6,19.56777,3.155968,26.82573,47.33952,127.7038,112.8642,5.937537,3.207133,0,51287,88.9,0.5754651,50,3621,23110,27809,46.6,0.2,93145,0.0844382,0.152837,0.2595201,0.2356434,0.772623329,0.003972301,11850
6040,6,16.74757,0,0,0,37.02332,129.5816,0,0,,412,0,0.7030303,45.4,29,165,253,0,0,558,0.0340502,0.1953405,0.2777778,0.2688172,0,0,11082
6042,6,27.12221,12.82874,51.31495,70.55805,134.6158,147.9746,18.70557,7.438816,0,14328,92.1,0.5227894,41.2,1008,6955,7054,48.2,0.2,18672,0.0647494,0.1465831,0.2634961,0.2172772,0,0.000321337,10176
6043,6,26.24133,9.515654,28.54696,47.57827,143.1027,90.38062,0,9.741841,0,18508,89.4,0.5519734,39.1,1283,8716,9499,27.6,0,24423,0.064038,0.1320067,0.2671252,0.2652827,0,0.00147402,11092
6044,6,22.62252,0,29.73536,39.64714,191.1254,109.7336,0,0,0,21405,90.9,0.5470136,42.2,1457,10146,10973,51.9,0.1,21939,0.0760746,0.1593965,0.2282693,0.2316879,0,0.002187885,10928
6045,6,29.90612,0,43.15926,43.15926,197.2964,106.6656,11.90051,0,0,24373,93.2,0.6052515,41,1794,11273,12609,53.7,0.6,20185,0.0754025,0.1375279,0.2359178,0.2635125,0,0.00485509,9573
6046,6,25.33724,0,0,0,37.1471,156.0178,0,0,0,1705,0,0.5877193,46.4,143,684,923,0,0,2295,0.0409586,0.1254902,0.345098,0.2379085,0,0,13208
6047,6,16.01996,0,0,0,60.7759,118.1754,0,0,0,1804,0,0.4151899,51.4,91,790,1118,0,0,7174,0.046557,0.17201,0.3575411,0.1563981,0,0.004599944,14325
